SRE04,Z:\SRE04\train\data\tbca.sph,male,2479616,2763,237,11.65822785
SRE04,Z:\SRE04\train\data\tful.sph,male,2479616,2643,212,12.46698113
SRE04,Z:\SRE04\train\data\tdna.sph,male,2479616,2627,269,9.76579926
SRE04,Z:\SRE04\train\data\tirk.sph,male,2479616,2594,222,11.68468468
SRE04,Z:\SRE04\train\data\tbhp.sph,male,2479616,2584,198,13.05050505
SRE04,Z:\SRE04\train\data\thrx.sph,male,2479616,2583,201,12.85074627
SRE04,Z:\SRE04\train\data\taqw.sph,male,2479616,2515,171,14.70760234
SRE04,Z:\SRE04\train\data\tevp.sph,male,2479616,2495,317,7.87066246
SRE04,Z:\SRE04\train\data\teax.sph,male,2479616,2456,224,10.96428571
SRE04,Z:\SRE04\train\data\tbna.sph,male,2479616,2443,276,8.85144928
SRE04,Z:\SRE04\train\data\tioi.sph,male,2479616,2435,260,9.36538462
SRE04,Z:\SRE04\train\data\tapa.sph,male,2479616,2432,335,7.25970149
SRE04,Z:\SRE04\test\data\xdir.sph,male,2479616,2429,208,11.67788462
SRE04,Z:\SRE04\train\data\taec.sph,male,2479616,2426,323,7.51083591
SRE04,Z:\SRE04\train\data\tgpi.sph,male,2479616,2406,218,11.03669725
SRE04,Z:\SRE04\train\data\thrz.sph,male,2479616,2391,212,11.27830189
SRE04,Z:\SRE04\train\data\tett.sph,male,2479616,2384,275,8.66909091
SRE04,Z:\SRE04\train\data\tiup.sph,male,2479616,2380,206,11.55339806
SRE04,Z:\SRE04\train\data\tfop.sph,male,2479616,2374,240,9.89166667
SRE04,Z:\SRE04\train\data\taqp.sph,male,2479008,2372,195,12.16410256
SRE04,Z:\SRE04\train\data\thqt.sph,male,2479616,2368,336,7.04761905
SRE04,Z:\SRE04\test\data\xcqe.sph,male,2479616,2363,183,12.91256831
SRE04,Z:\SRE04\test\data\xgcz.sph,male,2479616,2355,220,10.70454545
SRE04,Z:\SRE04\train\data\tduc.sph,male,2479616,2348,135,17.39259259
SRE04,Z:\SRE04\train\data\teyq.sph,male,2479616,2348,268,8.76119403
SRE04,Z:\SRE04\train\data\tana.sph,male,2479616,2337,205,11.4
SRE04,Z:\SRE04\test\data\xcyp.sph,male,2479616,2329,258,9.02713178
SRE04,Z:\SRE04\train\data\thps.sph,male,2479616,2329,268,8.69029851
SRE04,Z:\SRE04\train\data\tdde.sph,male,2479616,2325,321,7.24299065
SRE04,Z:\SRE04\train\data\thzw.sph,male,2479616,2324,214,10.85981308
SRE04,Z:\SRE04\test\data\xgep.sph,male,2479616,2323,211,11.00947867
SRE04,Z:\SRE04\train\data\thco.sph,male,2479616,2314,269,8.60223048
SRE04,Z:\SRE04\train\data\tdvu.sph,male,2479616,2313,249,9.28915663
SRE04,Z:\SRE04\test\data\xeqr.sph,male,2479904,2312,186,12.43010753
SRE04,Z:\SRE04\train\data\taie.sph,male,2479616,2297,280,8.20357143
SRE04,Z:\SRE04\train\data\tcby.sph,male,2479616,2295,241,9.52282158
SRE04,Z:\SRE04\train\data\tbne.sph,male,2479616,2294,220,10.42727273
SRE04,Z:\SRE04\test\data\xdbm.sph,male,2479904,2294,308,7.44805195
SRE04,Z:\SRE04\train\data\thkf.sph,male,2479616,2285,189,12.08994709
SRE04,Z:\SRE04\train\data\tgvc.sph,male,2479616,2278,285,7.99298246
SRE04,Z:\SRE04\test\data\xcfd.sph,male,2479616,2272,310,7.32903226
SRE04,Z:\SRE04\train\data\tjep.sph,male,2479616,2267,219,10.35159817
SRE04,Z:\SRE04\train\data\thmy.sph,male,2479616,2260,324,6.97530864
SRE04,Z:\SRE04\train\data\tecb.sph,male,2479616,2259,192,11.765625
SRE04,Z:\SRE04\train\data\tbve.sph,male,2479616,2257,229,9.8558952
SRE04,Z:\SRE04\train\data\tcri.sph,male,2479616,2256,186,12.12903226
SRE04,Z:\SRE04\train\data\tapl.sph,male,2479616,2254,233,9.67381974
SRE04,Z:\SRE04\train\data\tdlu.sph,male,2479616,2254,244,9.23770492
SRE04,Z:\SRE04\train\data\tjeq.sph,male,2479616,2253,183,12.31147541
SRE04,Z:\SRE04\train\data\tgco.sph,male,2479616,2253,187,12.04812834
SRE04,Z:\SRE04\test\data\xbis.sph,male,2479616,2252,284,7.92957746
SRE04,Z:\SRE04\train\data\tdrv.sph,male,2479616,2251,206,10.92718447
SRE04,Z:\SRE04\train\data\tcuv.sph,male,2479616,2250,249,9.03614458
SRE04,Z:\SRE04\train\data\thuf.sph,male,2479008,2241,158,14.1835443
SRE04,Z:\SRE04\train\data\tchx.sph,male,2479616,2240,240,9.33333333
SRE04,Z:\SRE04\train\data\tarb.sph,male,2479616,2239,188,11.90957447
SRE04,Z:\SRE04\train\data\tewj.sph,male,2479616,2239,209,10.71291866
SRE04,Z:\SRE04\test\data\xceu.sph,male,2479616,2238,351,6.37606838
SRE04,Z:\SRE04\train\data\thao.sph,male,2479616,2237,202,11.07425743
SRE04,Z:\SRE04\train\data\tbgu.sph,male,2479616,2232,283,7.8869258
SRE04,Z:\SRE04\train\data\tfmf.sph,male,2479616,2221,209,10.62679426
SRE04,Z:\SRE04\train\data\tbod.sph,male,2479616,2220,238,9.32773109
SRE04,Z:\SRE04\train\data\tfei.sph,male,2479616,2219,261,8.50191571
SRE04,Z:\SRE04\train\data\tiiw.sph,male,2479616,2218,255,8.69803922
SRE04,Z:\SRE04\train\data\thhq.sph,male,2479616,2211,257,8.60311284
SRE04,Z:\SRE04\test\data\xblu.sph,male,2479616,2210,248,8.91129032
SRE04,Z:\SRE04\train\data\tbzn.sph,male,2479616,2208,249,8.86746988
