SRE04,Z:\SRE04\train\data\thqq.sph,female,2479616,2573,189,13.61375661
SRE04,Z:\SRE04\train\data\thkq.sph,female,2479616,2556,164,15.58536585
SRE04,Z:\SRE04\train\data\tbib.sph,female,2479616,2548,146,17.45205479
SRE04,Z:\SRE04\train\data\tgwt.sph,female,2479616,2538,214,11.85981308
SRE04,Z:\SRE04\train\data\tifu.sph,female,2479616,2502,254,9.8503937
SRE04,Z:\SRE04\train\data\tbzi.sph,female,2479616,2495,163,15.30674847
SRE04,Z:\SRE04\train\data\tduv.sph,female,2479616,2488,114,21.8245614
SRE04,Z:\SRE04\train\data\taej.sph,female,2479616,2483,231,10.74891775
SRE04,Z:\SRE04\test\data\xerp.sph,female,2479616,2467,216,11.4212963
SRE04,Z:\SRE04\train\data\thok.sph,female,2479616,2464,256,9.625
SRE04,Z:\SRE04\train\data\tfzf.sph,female,2479616,2450,185,13.24324324
SRE04,Z:\SRE04\train\data\talt.sph,female,2479616,2442,142,17.1971831
SRE04,Z:\SRE04\train\data\tbbt.sph,female,2479008,2435,246,9.89837398
SRE04,Z:\SRE04\train\data\taup.sph,female,2479616,2423,116,20.88793103
SRE04,Z:\SRE04\test\data\xbtf.sph,female,2479616,2418,278,8.69784173
SRE04,Z:\SRE04\train\data\teen.sph,female,2479616,2412,209,11.54066986
SRE04,Z:\SRE04\train\data\tbns.sph,female,2479616,2404,244,9.85245902
SRE04,Z:\SRE04\train\data\tcbu.sph,female,2479616,2401,291,8.25085911
SRE04,Z:\SRE04\train\data\tdgm.sph,female,2479808,2400,206,11.65048544
SRE04,Z:\SRE04\train\data\thxr.sph,female,2479616,2387,290,8.23103448
SRE04,Z:\SRE04\train\data\tczp.sph,female,2479616,2386,255,9.35686275
SRE04,Z:\SRE04\train\data\thdh.sph,female,2479616,2386,339,7.03834808
SRE04,Z:\SRE04\test\data\xdmx.sph,female,2479616,2381,265,8.98490566
SRE04,Z:\SRE04\train\data\tdph.sph,female,2479616,2376,183,12.98360656
SRE04,Z:\SRE04\train\data\tgrh.sph,female,2479616,2368,124,19.09677419
SRE04,Z:\SRE04\train\data\teky.sph,female,2479616,2362,246,9.60162602
SRE04,Z:\SRE04\train\data\tfcg.sph,female,2479616,2360,216,10.92592593
SRE04,Z:\SRE04\test\data\xejw.sph,female,2479616,2357,265,8.89433962
SRE04,Z:\SRE04\train\data\tegu.sph,female,2479616,2347,247,9.50202429
SRE04,Z:\SRE04\train\data\tesa.sph,female,2479616,2347,251,9.35059761
SRE04,Z:\SRE04\train\data\tchk.sph,female,2479616,2342,155,15.10967742
SRE04,Z:\SRE04\train\data\tevl.sph,female,2479616,2340,212,11.03773585
SRE04,Z:\SRE04\train\data\tihh.sph,female,2479616,2336,238,9.81512605
SRE04,Z:\SRE04\train\data\tdsm.sph,female,2479616,2331,231,10.09090909
SRE04,Z:\SRE04\train\data\thdj.sph,female,2479616,2330,189,12.32804233
SRE04,Z:\SRE04\train\data\tcso.sph,female,2479616,2329,209,11.14354067
SRE04,Z:\SRE04\train\data\tfqk.sph,female,2479616,2312,259,8.92664093
SRE04,Z:\SRE04\train\data\tafq.sph,female,2479616,2312,286,8.08391608
SRE04,Z:\SRE04\train\data\thhd.sph,female,2479616,2294,245,9.36326531
SRE04,Z:\SRE04\train\data\tfos.sph,female,2479616,2293,303,7.56765677
SRE04,Z:\SRE04\train\data\tczu.sph,female,2479616,2292,219,10.46575342
SRE04,Z:\SRE04\train\data\tach.sph,female,2479616,2289,254,9.01181102
SRE04,Z:\SRE04\train\data\tgpe.sph,female,2479616,2286,165,13.85454545
SRE04,Z:\SRE04\train\data\tarn.sph,female,2479616,2281,228,10.00438596
SRE04,Z:\SRE04\test\data\xgmk.sph,female,2479616,2281,251,9.0876494
SRE04,Z:\SRE04\train\data\tamq.sph,female,2479616,2275,376,6.05053191
SRE04,Z:\SRE04\test\data\xebq.sph,female,2479616,2271,163,13.93251534
SRE04,Z:\SRE04\train\data\thbz.sph,female,2479616,2268,223,10.17040359
SRE04,Z:\SRE04\test\data\xcju.sph,female,2479616,2263,238,9.50840336
SRE04,Z:\SRE04\train\data\taso.sph,female,2479616,2260,254,8.8976378
SRE04,Z:\SRE04\train\data\tayx.sph,female,2479008,2260,275,8.21818182
SRE04,Z:\SRE04\train\data\tcab.sph,female,2479616,2254,220,10.24545455
SRE04,Z:\SRE04\train\data\tbmz.sph,female,2479616,2252,277,8.1299639
SRE04,Z:\SRE04\train\data\tdqa.sph,female,2479616,2251,271,8.30627306
SRE04,Z:\SRE04\train\data\tebt.sph,female,2479616,2244,246,9.12195122
SRE04,Z:\SRE04\train\data\timg.sph,female,2479616,2241,187,11.98395722
SRE04,Z:\SRE04\train\data\thap.sph,female,2479616,2239,277,8.08303249
SRE04,Z:\SRE04\train\data\tchh.sph,female,2479616,2237,304,7.35855263
SRE04,Z:\SRE04\test\data\xghf.sph,female,2479616,2235,233,9.59227468
SRE04,Z:\SRE04\train\data\tigp.sph,female,2479616,2232,243,9.18518519
SRE04,Z:\SRE04\train\data\tfpo.sph,female,2479616,2231,214,10.42523364
SRE04,Z:\SRE04\train\data\tfyp.sph,female,2479616,2230,181,12.32044199
SRE04,Z:\SRE04\train\data\tfuy.sph,female,2479616,2230,265,8.41509434
SRE04,Z:\SRE04\train\data\tdfp.sph,female,2479616,2227,297,7.4983165
SRE04,Z:\SRE04\train\data\thci.sph,female,2479616,2223,147,15.12244898
SRE04,Z:\SRE04\test\data\xfso.sph,female,2479616,2223,198,11.22727273
SRE04,Z:\SRE04\train\data\tbvg.sph,female,2479616,2220,214,10.37383178
